Age,ContractDuration,MonthlySubscriptionCost,CustomerServiceInteractions,InternetUsage(GB),TotalAmountSpent,PaymentMethod,Churn
18,17,25.424567947241144,9,62.93869969122044,354.683868764823,BankTransfer,0
32,34,83.55372224518817,5,32.038785577294234,426.25123195825864,BankTransfer,0
71,21,20.367261982076936,4,18.440862714469752,306.54360349538746,PayPal,0
30,35,66.5744501106524,6,86.35580163358588,261.1607732789381,CreditCard,0
60,33,57.96463126506852,0,80.88593346678917,435.83511491059227,PayPal,0
24,34,97.89014221252638,9,1.4000464655533396,306.1085782883859,PayPal,0
65,32,95.04660017553933,0,51.56319998495304,273.2946802688133,CreditCard,0
21,22,39.22041508141114,0,13.666202993756693,279.01174996408326,BankTransfer,0
70,1,49.29036658437567,0,60.91818008427011,397.396054848474,PayPal,0
33,23,50.57467786362085,9,52.87769989034452,349.4903533080836,PayPal,0
38,18,82.93618630294013,3,12.323569937007516,470.60039614401126,BankTransfer,0
76,1,44.96226514594588,6,70.79415371628454,64.15260629782968,PayPal,1
41,9,55.450284603453724,8,48.388132233569934,256.10881474773737,CreditCard,0
31,34,70.72934317839194,7,25.96195418703814,445.9704002811633,CreditCard,0
66,22,68.65395041836669,8,24.620603957728093,323.0237600566407,BankTransfer,0
67,33,97.70981276562961,0,32.1131887344985,446.1530714128501,CreditCard,0
59,17,86.42458447317252,1,57.86152825182863,90.16020029402162,PayPal,1
53,18,52.964170285724464,0,2.8806718113408403,177.36520849988756,BankTransfer,0
82,27,97.87364159011264,8,56.63569051080488,423.0365237284001,PayPal,0
18,6,30.277604253950557,8,41.98160902447698,404.88546057719464,CreditCard,0
68,23,50.669641915294534,6,1.4664589312440635,313.3140800148138,CreditCard,0
54,5,79.10308780779108,4,67.58927640872884,224.61170302906189,BankTransfer,0
52,10,60.88188193905186,6,45.208027357236105,292.5174675415018,CreditCard,0
66,22,29.854625089190996,9,64.19098156809633,334.5824576663039,PayPal,0
21,22,30.953963500554362,3,45.81620302300916,154.4080959987126,CreditCard,0
60,26,33.08315057886715,6,97.48881562177178,379.15003039069387,PayPal,0
39,16,75.77364924200643,9,38.223538255125945,165.68637039409015,BankTransfer,0
18,34,46.73067120441391,6,91.40624442488317,488.845215015628,CreditCard,0
28,25,34.71750111211488,2,23.8579494470058,359.46843303231356,BankTransfer,0
61,6,93.53769569945511,7,71.62035915078636,209.19215522623261,BankTransfer,0
76,7,73.4611589562798,4,24.201047343240635,265.0176121631762,PayPal,0
41,14,24.859346810498835,5,64.07850018958206,67.17644329704703,PayPal,1
77,28,90.18182442138455,0,70.96672270066371,249.88405737206787,PayPal,0
20,13,97.40868017010422,9,36.199790807657195,294.35058145261905,CreditCard,0
80,3,56.062411842920994,3,96.14799460469466,372.56498199415495,PayPal,0
53,21,98.87070398332354,6,48.131042661492906,381.89593078108436,CreditCard,0
64,1,98.2948559174031,9,95.84702028288787,292.8833263565878,CreditCard,0
38,20,45.968875789060526,6,10.78319257999103,249.72799849908222,CreditCard,0
68,23,93.82777172053966,3,36.20580908988271,372.49679396840423,CreditCard,0
45,20,98.09923537566091,0,46.142835697379155,424.80447116294295,CreditCard,0
32,2,76.88971224500409,1,38.697581938254956,401.70771588257475,CreditCard,0
59,31,70.85443586333295,1,53.56062271816893,466.51102288616255,PayPal,0
76,13,48.62744656654375,4,11.191472624317989,75.2062280102334,PayPal,1
83,26,79.7579698271384,4,0.09704175778838531,93.39413868685371,BankTransfer,1
54,18,92.50602529546852,0,22.930774043803826,456.6128104642412,CreditCard,0
28,17,64.96045891641303,2,94.89541596689773,403.4022911086449,CreditCard,0
61,16,98.13878594126203,2,79.96750793328576,62.067007679386144,BankTransfer,1
29,26,35.43892994994768,3,66.84536437616252,193.58426080717172,BankTransfer,0
20,16,75.878460034193,8,41.54130367383261,222.20282796265926,PayPal,0
69,28,27.33460281866016,3,24.541007828172933,222.8904435477579,BankTransfer,0
50,11,24.118375801016462,0,55.23446163931036,173.2258594363093,BankTransfer,0
72,9,36.66987640433561,9,58.43088352387969,472.01297946848575,CreditCard,0
18,25,32.47358273994913,1,52.39023948950098,369.57757537861613,PayPal,0
56,21,42.17998976528588,7,36.5055422527944,338.0741237074447,PayPal,0
37,16,60.37274256154202,3,47.069810064297116,392.75375560728344,BankTransfer,0
64,31,82.52347553569535,3,73.61131866303693,390.0151533424022,CreditCard,0
60,26,80.16168011684724,5,71.84749268342624,216.3663344768466,PayPal,0
74,10,52.46261873608772,3,1.2111081831643888,161.98063590394605,CreditCard,1
78,32,48.96613381940287,8,59.1986293413808,284.99064691507897,BankTransfer,0
48,10,76.70571937511869,6,74.8792059856181,374.7229798035355,BankTransfer,0
42,10,70.05198946232875,5,93.3261033605263,248.65013403685595,PayPal,0
20,17,48.403306426373184,9,92.48606941868593,474.139962598583,CreditCard,0
21,14,99.99767569997827,4,73.42966036422949,362.5954328167507,CreditCard,0
31,34,67.93331342097247,6,52.499781885655594,276.62263188021905,PayPal,0
58,34,24.68909971254653,6,2.255498673836187,71.59056626788234,CreditCard,1
37,20,41.61125386916626,8,41.28081312321725,306.6191870839457,PayPal,0
44,13,86.60865036570831,7,86.83396684601335,418.79570671108826,CreditCard,0
84,10,24.214908595080978,3,99.17879135934804,260.4055278557035,PayPal,0
70,17,68.92341067428615,0,38.51666053130718,399.42862567134716,CreditCard,0
79,6,40.28589639061991,7,9.46466021626745,351.3174334369365,BankTransfer,0
32,34,65.22344986015423,3,73.30034500226925,235.21327405928736,CreditCard,0
22,6,95.5010523908241,7,94.86814158170691,417.2509092679772,PayPal,0
29,27,22.436580669508803,1,65.75975728843422,314.1652045249982,CreditCard,0
74,30,49.72081440717686,7,46.96530938170158,340.0887650346272,BankTransfer,0
34,33,50.37237645427713,7,54.71215882503522,382.09235548447805,PayPal,0
42,13,77.56769420500311,7,32.3734636760015,416.14397330266115,CreditCard,0
47,5,48.14436732836272,4,25.709623949070647,402.26575035480903,PayPal,0
39,6,22.993653473107038,9,20.277358193020167,104.55748681610197,BankTransfer,0
43,26,91.5313961809855,5,40.02774954052779,171.40737138571524,PayPal,0
78,26,78.34177365226715,2,65.6211283980916,150.35452145070667,BankTransfer,1
79,4,61.61829973551654,3,94.42991498443276,132.52137125439228,PayPal,0
51,28,42.7580513052656,7,89.49202745040161,167.46131652777933,PayPal,0
50,26,65.32588208556268,0,82.74045822032939,301.26394268627564,CreditCard,0
49,19,62.55264450543454,3,82.16061028926674,297.5847749781051,PayPal,0
31,11,86.8630767136165,0,66.3909658928506,229.08508366132173,PayPal,0
74,27,86.47447019146551,7,5.94062445418686,458.60630085264347,PayPal,0
42,21,55.8873285016453,0,88.09296188208808,77.64840790851893,CreditCard,0
59,33,70.1890677572902,3,61.771411436031634,105.09616658445127,CreditCard,1
36,13,57.140443793269675,0,75.75631366413491,292.9571609872021,PayPal,0
58,18,35.80750764279515,0,82.51771540039205,361.62071483979355,BankTransfer,0
72,30,58.687893399571145,8,72.61676075656169,155.25323655123628,PayPal,0
29,10,84.8579559001343,2,70.52317172645284,272.9359976173396,PayPal,0
56,6,52.890679343273476,0,80.62508365535777,384.33550189935613,BankTransfer,0
19,3,85.17510765758553,5,52.19261789989,397.53066723797815,BankTransfer,0
62,2,66.56229520361458,2,41.31503638781826,316.35710544503814,BankTransfer,0
42,20,66.35405014878737,5,56.90712276467601,225.88919368127748,BankTransfer,0
21,21,96.33911705683444,9,91.02346619675465,217.96146370891628,BankTransfer,0
53,12,90.19852557149451,8,2.6878892717068004,485.56917760441615,CreditCard,0
79,19,63.93211626331294,4,15.513263887714334,147.09635106214284,CreditCard,1
61,35,83.2156676241567,9,22.126219386894054,125.90571952691892,PayPal,1
50,26,37.4612234006202,5,77.77793379949203,174.45344250910702,CreditCard,0
29,19,83.75542535648741,9,60.47339205872867,388.65101996530643,BankTransfer,0
28,10,98.09454151983594,0,55.903040504246825,468.5868350582378,CreditCard,0
72,28,37.65865315254756,6,87.41734485567227,110.50227661444492,CreditCard,1
55,24,84.31819170966233,3,96.69050741075327,206.17317776225485,PayPal,0
46,2,39.96065345283136,7,35.39726953836711,392.4114171139109,BankTransfer,0
20,20,35.601647350098034,5,72.57961266614996,352.65908137727126,PayPal,0
45,7,29.520399851017718,3,81.2922922802158,303.659522935077,CreditCard,0
41,29,54.90171647777548,2,14.010079127345609,440.3144151080089,CreditCard,0
71,29,63.9416124857906,7,94.38204655612674,134.55989875972574,PayPal,1
69,30,43.32036965341703,6,62.4575103566715,88.06844090290248,BankTransfer,1
64,32,45.706610420683404,8,94.98964949882222,435.17041630743375,BankTransfer,0
38,17,30.302018465108304,3,64.0166679386457,375.3512721664959,PayPal,0
71,32,97.84156495262954,6,30.720669748982075,374.0162107325543,CreditCard,0
47,2,75.27733430777235,4,87.78037013875863,286.05290682986936,PayPal,0
53,25,26.494135587245992,5,24.82731717199098,424.95769801374377,BankTransfer,0
57,35,74.62465504063343,7,66.563225639748,166.3756222531032,BankTransfer,0
27,12,71.6693205965071,1,63.77666751784743,107.82910262796264,BankTransfer,0
59,28,89.05789191670856,5,92.81398149588371,365.3914351566681,PayPal,0
41,32,76.51952973588462,1,89.83220098243008,143.71690674675983,PayPal,0
21,1,21.91252993771033,8,15.595591346000893,346.1266778488104,PayPal,0
64,4,67.78797270386279,0,2.0122433010741125,116.45589934725447,BankTransfer,1
68,3,20.27301978738734,6,9.085118592092433,434.1832744505774,PayPal,0
21,3,45.566467593131904,1,47.13520995963455,82.80526201728065,BankTransfer,0
49,18,43.442824369105054,2,72.50570223205546,292.79200246918487,PayPal,0
27,13,27.215071228837743,5,62.65790288109439,368.20177216780644,BankTransfer,0
28,24,23.61833656106561,5,27.88505449061649,408.2970771492028,BankTransfer,0
45,7,34.38420847438259,1,21.0048702458434,339.253599953948,PayPal,0
63,23,86.3134824578153,8,7.499457177142355,272.57498766552465,PayPal,0
57,15,39.8798783856364,6,84.2580908674096,148.85079890112476,PayPal,0
79,1,35.9763475053731,0,25.533396224118064,430.2333484536008,CreditCard,0
62,21,96.78604203513999,4,38.27094591223362,386.75528769901655,PayPal,0
52,33,29.213395048637622,1,82.60629993659155,126.81323773744874,BankTransfer,0
52,19,43.7283916335881,7,55.33372071143043,481.769690008105,PayPal,0
51,26,85.09787072715599,6,12.133050825809876,103.11063949216049,PayPal,1
23,31,70.66201298091872,2,69.53434282205274,358.96316478040615,CreditCard,0
54,32,25.570870197501023,8,25.29290750793094,413.2748881330954,PayPal,0
18,16,94.48034142507984,5,13.199709001994798,395.7908849307331,CreditCard,0
52,25,42.249974178666754,3,0.6550260485237658,222.6188574116552,PayPal,0
71,23,51.193695971303384,2,52.71219110024291,380.97159908069773,PayPal,0
80,3,66.06672204355945,7,72.61325204811794,258.15804054722474,CreditCard,0
26,24,66.40077983321179,3,32.556181792923525,327.15062649352075,PayPal,0
79,34,41.13079298510388,2,12.273992992461846,155.8493917776197,CreditCard,1
19,9,81.72253287957119,7,14.552579067855397,340.75933541722486,CreditCard,0
53,16,47.00925244131058,1,20.32144522114464,171.47716262069807,BankTransfer,0
58,20,79.87994271212406,7,8.632077984871156,116.0898909981182,CreditCard,1
54,15,31.88882136474712,7,24.579532145195447,216.62377702261915,CreditCard,0
66,12,53.50278006165465,3,81.99056621521133,359.80519940542496,CreditCard,0
43,29,22.02103013049509,5,49.608592301913625,84.32692766164895,PayPal,1
53,32,49.60802377732536,5,15.71033756128607,293.64723794242167,PayPal,0
48,18,21.407713290106145,0,54.737399412803434,422.44076841179566,PayPal,0
47,15,83.48465293136955,8,83.73178369691759,411.13964062044835,BankTransfer,0
51,32,41.520416815128335,6,54.54160192229529,433.35513786088984,BankTransfer,0
36,35,82.49662671413522,7,5.658724861532461,91.21172499133655,BankTransfer,1
35,32,83.7257477393945,5,70.79952220391995,157.4339201975177,CreditCard,0
20,20,26.523485809160192,9,79.93628663376059,448.03310398744486,BankTransfer,0
30,20,61.406095372214494,3,6.01394644206481,460.3796985163461,BankTransfer,0
62,24,29.097282845718357,1,89.84227403221774,176.2843187259653,CreditCard,0
84,13,98.21037022628224,0,53.77397255004925,288.1036810396689,PayPal,0
57,17,78.88749255490463,6,74.04593330892936,72.01815103710084,PayPal,1
57,34,29.641783637368952,5,96.33588142232277,482.0292364560205,BankTransfer,0
40,31,60.71967140890686,5,48.37755985428266,104.13001852897077,BankTransfer,0
48,28,99.31618089389266,1,34.16065000989028,367.9182866590161,PayPal,0
35,4,85.16919641318654,5,87.51641156182478,201.4917831262854,PayPal,0
36,23,78.31551419768005,3,62.2051083594754,183.39939363416957,PayPal,0
61,2,90.16699197836968,5,23.18816939874179,259.31453613168253,BankTransfer,0
67,15,96.85038908272317,7,73.66123196637287,173.04263107334486,CreditCard,0
59,28,71.65882775066859,0,82.69453414142752,82.11071615807067,CreditCard,1
64,1,59.73063839537971,6,45.88162129411689,394.81798551969484,BankTransfer,0
39,10,43.38259033042692,5,21.99934562845649,460.1255234414633,BankTransfer,0
46,15,37.815305664494716,7,46.93786873380156,369.6274505974788,BankTransfer,0
76,33,37.75520997924251,4,47.49253419043252,352.8314849682199,CreditCard,0
18,27,55.886280757133505,2,61.156077517968846,188.56517923441854,BankTransfer,0
81,13,54.56585342288647,6,20.32594799686792,372.57627624793446,CreditCard,0
34,15,91.95630201273539,4,77.78633617950642,416.9420980497044,BankTransfer,0
54,20,71.6011235814899,7,57.06300982661555,189.4891116846415,BankTransfer,0
42,30,24.268702985589357,0,76.23781339988085,135.906544713059,PayPal,0
81,18,24.4069488577896,4,30.94247279212585,312.4408107272153,PayPal,0
69,7,70.56650247875453,5,45.344994487540944,64.39570470016226,CreditCard,1
26,34,23.837044565216637,0,80.2830529825166,465.5921178019284,PayPal,0
74,14,93.25379382096149,2,8.973590256747787,264.6885108941905,BankTransfer,0
50,23,26.872063634110663,3,15.493524808039606,127.32324357229164,CreditCard,1
37,1,24.549019102599843,6,63.763384860689754,437.8446448669816,BankTransfer,0
31,23,78.2687761834474,7,18.449157507906687,276.1094323655168,CreditCard,0
76,15,57.7293921713353,1,96.61080312838583,200.99465240139133,BankTransfer,0
73,6,35.035658081726595,5,11.066787723256265,63.22476831189391,BankTransfer,1
82,11,48.05499082686698,1,2.4677461294431824,348.2064940368122,BankTransfer,0
54,4,67.49012633850441,5,35.90016514858421,235.21990390013366,BankTransfer,0
43,5,24.604926714073,5,76.1880083442562,392.27460999716527,BankTransfer,0
50,31,83.70133658158232,4,62.61952171719781,257.63621524606106,PayPal,0
60,6,21.337346389496624,7,60.01139320435529,227.2402456754389,CreditCard,0
32,12,55.25015484542806,5,51.98310392790296,384.73824290528796,BankTransfer,0
46,14,71.8092474481556,0,62.635520157099364,99.38559278193003,CreditCard,0
38,13,90.3668172056943,3,86.39929760020664,474.93199241111535,CreditCard,0
40,8,53.79974541054273,7,23.296413207004285,231.22508692854714,BankTransfer,0
25,6,53.68594039713113,4,97.09956188997657,143.1716272822229,BankTransfer,0
79,11,53.205344863310735,7,33.6097546206289,375.8153126618206,BankTransfer,0
31,31,96.03194937225929,1,70.40549732569917,324.4675389928829,PayPal,0
23,4,67.39630673369899,1,9.284572430997162,250.02037459301138,PayPal,0
18,35,43.3088876138045,8,7.6004716127527905,74.54133713215874,BankTransfer,0
26,2,50.282836636535606,9,75.62156594560369,322.19027601738446,BankTransfer,0
71,17,48.17517295434758,0,63.53197315930635,299.37005809632103,BankTransfer,0
29,18,35.099981802100295,9,29.979802843287583,449.22899785675094,BankTransfer,0
22,8,61.03411135362086,0,80.06926953900106,223.59409223447048,CreditCard,0
57,19,62.69070612005906,2,23.9641534382907,312.53442284512215,PayPal,0
63,22,29.630371274626768,9,48.658673214348106,270.5797436149007,BankTransfer,0
44,23,50.282853957461384,4,2.5419904279629035,401.2591923297617,CreditCard,0
70,31,67.69651705896221,0,66.51512650366503,125.74095021169141,BankTransfer,1
67,5,54.19224028866409,1,29.347835661436715,383.6074970452403,CreditCard,0
69,32,86.04781087886505,8,2.067355940083049,357.1023869263568,CreditCard,0
36,4,98.66670080495814,3,17.170113412678333,312.8110734380872,CreditCard,0
52,10,39.657852865177325,4,85.20511077008018,210.39789197095752,PayPal,0
69,10,37.645849791500225,1,13.21335887110645,342.8382907247368,BankTransfer,0
48,35,43.26920946231902,1,98.60063337973523,273.8370478856673,BankTransfer,0
71,31,89.16644557512727,6,37.94314737127562,453.6786903072044,BankTransfer,0
76,13,95.11455228297233,1,69.18200076902896,108.01543889287271,BankTransfer,1
61,9,54.79027305273615,2,84.57327241630507,449.34858562175674,BankTransfer,0
73,25,87.4986461079568,4,98.29708312049556,89.80639755064554,PayPal,1
36,10,46.920014179532494,7,24.35063814426841,74.78300011019314,CreditCard,1
63,7,90.95770055253807,8,50.39805232758566,317.70971336640866,BankTransfer,0
83,9,44.137789943681554,8,47.02387919960319,240.11135561176488,PayPal,0
71,18,47.386164910383364,9,84.1757247156525,468.2580364170876,BankTransfer,0
66,10,88.54102764099792,2,91.8024676678363,51.88572025668395,CreditCard,1
77,2,52.77598923710983,9,53.980889641880815,330.93481752547655,BankTransfer,0
44,1,82.67002768005983,9,74.54578624479375,284.0073799597908,BankTransfer,0
53,15,96.41597087817507,1,7.529292949482325,362.99577129705847,BankTransfer,0
76,28,23.83547319087728,1,41.143393666465734,418.0365610645248,CreditCard,0
67,27,74.47020964043207,6,7.941229482070511,75.0428944191149,PayPal,1
62,35,38.26566192939414,9,11.161107649577229,435.42315471076023,BankTransfer,0
31,6,28.460226945198748,5,92.54500388287617,418.34110812692535,PayPal,0
56,8,47.33630511506369,8,36.856962711875894,366.20609546043835,CreditCard,0
57,19,53.92585776175805,3,30.44006451842578,76.20595934207914,BankTransfer,1
26,16,40.00558281255678,2,38.00668055683343,322.47218729833264,BankTransfer,0
31,30,46.46579514074258,6,15.429002083795984,342.1384060798779,CreditCard,0
25,17,43.018110690723134,1,72.8817853871702,422.116084341321,CreditCard,0
40,4,49.95995248732335,1,56.12890897407661,172.07661963208233,BankTransfer,0
26,6,38.96218892340883,7,82.58529572860137,475.0980009943167,CreditCard,0
24,27,60.77226288901998,6,11.79572790639739,467.8113728067371,BankTransfer,0
84,35,41.48042894347931,5,32.55042372307225,226.88134974011194,PayPal,1
78,34,68.83366582782628,1,86.17367011510233,216.48024930759672,BankTransfer,0
34,25,40.84590023634539,5,19.977892635597307,416.7675655597893,CreditCard,0
74,35,79.24162907667072,6,44.23028726959747,167.54308494657494,BankTransfer,1
41,11,65.62810353369476,1,83.92997410435278,72.97754722373188,CreditCard,0
42,3,89.40883596672593,8,78.87317138144034,159.37067652710917,PayPal,0
22,2,96.54342983327115,1,63.45442150553795,417.5673691739467,CreditCard,0
67,1,74.33060472585566,4,93.639893606314,450.0894323187232,PayPal,0
48,12,21.322092018757246,6,72.53412307082073,332.7108216663125,PayPal,0
72,8,64.84373107482877,7,95.33787621302068,168.81703096171435,BankTransfer,0
43,18,73.92232518516064,4,4.539231213832851,187.4726827645681,PayPal,0
38,9,63.74988082390295,3,21.88141132406175,100.83982380903686,CreditCard,0
75,33,93.66511552526295,9,8.577956696051325,117.87071601970472,CreditCard,1
41,2,25.08065495124211,8,42.727988620289324,279.96958217223545,BankTransfer,0
45,5,52.45140369609274,4,64.36895362154603,420.07674129030244,PayPal,0
47,18,66.61305005617271,1,15.49961867663503,244.38397247708696,CreditCard,0
51,29,63.08693528568331,5,62.18613944219572,223.78083685980982,BankTransfer,0
71,32,61.1130509263462,5,68.36703955444676,222.57199099074847,PayPal,0
69,18,52.70427608477366,8,28.39900843082218,98.95353570183495,PayPal,1
25,1,54.416143617782666,9,52.852860181145786,303.20191285973294,PayPal,0
27,20,67.08650568103793,2,90.84456498698026,440.3074217128814,PayPal,0
72,26,59.590878650174574,4,26.896707022589617,222.40231989285954,CreditCard,0
18,30,82.53860459396287,8,78.01111368513702,433.1369761535382,CreditCard,0
54,8,42.55745763809651,4,98.35457723552847,276.33528295925976,PayPal,0
38,27,22.476149731150905,1,73.86507205132293,179.49560101125934,BankTransfer,0
21,7,89.94139060696531,7,10.809080527879422,268.7576615342816,CreditCard,0
60,32,89.08399255541359,0,1.8575134208435928,444.40830990185657,CreditCard,0
83,4,32.60816781830342,0,19.691104280761685,129.46190456659764,CreditCard,1
38,5,23.187327232956072,2,62.61146664734575,190.90564676055635,BankTransfer,0
54,2,52.176191075283356,3,99.56200074218854,395.0136266603652,PayPal,0
65,13,62.0837611032244,6,40.90193318097671,104.10474295901324,PayPal,1
28,9,35.755308889048,8,92.64527837651913,484.067635475548,BankTransfer,0
61,34,55.29367713782793,4,8.60098511587224,353.97510770750273,CreditCard,0
81,34,34.31133441111826,8,7.192895269269128,102.48616707254372,PayPal,1
49,30,66.05966401994607,3,81.78631553787554,458.44809358109376,PayPal,0
38,30,56.79077455018565,3,66.71890090034843,328.1397449695162,BankTransfer,0
27,23,27.21979554484024,0,95.64353184278008,465.6303798525491,CreditCard,0
78,26,40.45949392981072,3,20.604363071726382,436.098067919953,PayPal,0
53,30,78.6073096207823,7,49.125932697855276,482.0612237391649,CreditCard,0
36,4,85.78692247884571,3,22.68482973271333,375.7379907794731,BankTransfer,0
61,28,42.259737108355836,0,65.93734872810806,116.33791575893592,BankTransfer,0
21,14,58.973050710791966,5,87.898389859317,296.1534394967647,BankTransfer,0
30,27,30.213740565403917,4,41.21570768912365,126.02146804230924,BankTransfer,0
76,25,84.18457263552762,1,57.56873040251334,80.59736430154409,BankTransfer,1
19,35,31.762405071842874,2,7.673470847526021,69.59700775430953,CreditCard,0
18,26,71.23307387415447,0,63.898950034519686,243.81645851922144,PayPal,0
57,32,71.83766583750116,1,82.08421591262167,295.56680429813287,CreditCard,0
42,16,39.656578252133095,0,91.08194105347913,252.9832578922356,PayPal,0
76,23,54.9613745378706,0,54.71203792251467,499.09622360767236,BankTransfer,0
54,34,26.41904662348771,2,25.61187946029879,437.49236339715657,BankTransfer,0
24,12,52.95512408823454,9,73.60570851012876,177.57517505028449,PayPal,0
21,18,35.09048995528921,5,61.42577258077052,111.14649866763993,BankTransfer,0
58,29,98.36346166066289,6,56.13763060107395,451.6920045027964,BankTransfer,0
78,21,64.17708623210487,2,53.24209857505473,177.26691539679038,CreditCard,1
51,9,35.563548397983396,2,92.1152481584589,142.05345342286,CreditCard,0
46,6,83.1989069313537,8,49.1722195643603,131.95263693126054,PayPal,0
44,31,65.99133234268766,2,87.77758058557671,95.96904697180429,PayPal,0
69,3,74.20151637280344,0,26.1534911670014,63.4630812849321,BankTransfer,1
71,21,91.3275551873823,6,56.71348303685234,236.09897931862704,BankTransfer,0
51,25,75.4818109176164,8,88.05771888155391,448.576446149395,PayPal,0
25,14,35.97315641099406,0,50.58838942005111,487.7987318673936,BankTransfer,0
25,20,96.35409616768794,8,81.89219653827531,487.54866990689834,CreditCard,0
18,34,88.66851078588826,1,66.72155022414977,129.32709249105176,PayPal,0
23,29,60.136009070826006,3,90.58722187318816,68.22005945322874,PayPal,0
48,17,71.22998329641109,2,76.32110663384503,115.66704935538962,PayPal,0
25,20,78.7005397247423,8,31.919222312879825,408.6973704923781,PayPal,0
39,16,86.02728631976348,1,74.57088202299799,132.4445942027923,BankTransfer,0
26,11,35.96903889514061,9,72.53391094100083,135.38814773782093,PayPal,0
61,20,59.51218912373843,8,60.33976806595969,273.5004057638331,CreditCard,0
64,10,72.5199871083849,4,53.675900937663016,421.69912823578846,BankTransfer,0
18,14,99.06077759897256,6,39.84505976875765,125.24719797377577,BankTransfer,0
69,10,34.760685870823735,4,84.14628949481965,191.52659169478903,BankTransfer,0
56,30,30.749517245929407,6,23.330051270301077,346.66773235002796,PayPal,0
44,2,25.05717745976647,4,22.852169003669243,117.07802171191192,BankTransfer,0
